,Number_of_Pitches,Number_of_Pitch_Classes,Range,Importance_of_Bass_Register,Importance_of_Middle_Register,Importance_of_High_Register,Mean_Pitch,Mean_Pitch_Class,Pitch_Variability,Pitch_Class_Variability,Pitch_Skewness,Pitch_Class_Skewness,Average_Number_of_Simultaneous_Pitch_Classes,Variability_of_Number_of_Simultaneous_Pitch_Classes,Average_Number_of_Simultaneous_Pitches,Variability_of_Number_of_Simultaneous_Pitches,Most_Common_Vertical_Interval,Vertical_Minor_Seconds,Vertical_Thirds,Vertical_Tritones,Vertical_Perfect_Fourths,Vertical_Perfect_Fifths,Vertical_Sixths,Vertical_Sevenths,Vertical_Octaves,Perfect_Vertical_Intervals,Vertical_Dissonance_Ratio,Vertical_Minor_Third_Prevalence,Vertical_Major_Third_Prevalence,Chord_Duration,Standard_Triads,Diminished_and_Augmented_Triads,Non-Standard_Chords,Initial_Time_Signature_0,Initial_Time_Signature_1,Metrical_Diversity,Total_Number_of_Notes,Note_Density_per_Quarter_Note,Range_of_Rhythmic_Values,Number_of_Different_Rhythmic_Values_Present,Prevalence_of_Very_Short_Rhythmic_Values,Prevalence_of_Short_Rhythmic_Values,Prevalence_of_Medium_Rhythmic_Values,Prevalence_of_Long_Rhythmic_Values,Prevalence_of_Very_Long_Rhythmic_Values,Prevalence_of_Dotted_Notes,Mean_Rhythmic_Value,Number_of_Pitched_Instruments
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\13801.mid",24.0, 10.0, 32.0, 0.1984, 0.7817, 0.01984, 59.0, 5.683, 7.256, 3.489, -0.1116, -1.133, 2.165, 0.5881, 2.51, 0.7359, 3.0, 0.00956, 0.3365, 0.007648, 0.09082, 0.1635, 0.1453, 0.03155, 0.1836, 0.4417, 0.08282, 0.425, 0.2417, 0.7817, 0.2176, 0.0, 0.07176, 2.0, 2.0, 1.0, 252.0, 2.1, 9.0, 8.0, 0.01587, 0.3254, 0.9365, 0.2619, 0.003968, 0.05556, 1.204, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\13803.mid",23.0, 10.0, 27.0, 0.2358, 0.7642, 0.0, 57.0, 5.026, 6.329, 3.498, -0.02862, 0.02266, 2.355, 0.7004, 2.836, 1.053, 7.0, 4.587E-4, 0.2661, 0.01835, 0.1321, 0.1954, 0.155, 0.03486, 0.1674, 0.4986, 0.08728, 0.4244, 0.2863, 0.5885, 0.3213, 0.04754, 0.1869, 2.0, 2.0, 1.0, 530.0, 3.081, 9.0, 10.0, 0.1057, 0.4792, 0.8642, 0.08868, 0.007547, 0.09811, 0.9344, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\14095.mid",23.0, 9.0, 33.0, 0.1423, 0.8495, 0.008247, 60.0, 5.27, 6.477, 3.816, 0.3553, 0.2124, 2.279, 0.6395, 2.555, 0.7034, 4.0, 0.00396, 0.3109, 0.01782, 0.09505, 0.1698, 0.1693, 0.07079, 0.1238, 0.3886, 0.151, 0.281, 0.3075, 0.8104, 0.215, 0.01932, 0.1594, 2.0, 2.0, 1.0, 485.0, 2.146, 9.0, 9.0, 0.008247, 0.266, 0.9464, 0.2082, 0.008247, 0.07629, 1.203, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\14096.mid",21.0, 8.0, 31.0, 0.2424, 0.7446, 0.01299, 59.0, 5.768, 7.889, 3.635, -0.1177, -1.017, 2.233, 0.6597, 2.638, 0.7382, 4.0, 0.004237, 0.3288, 0.007627, 0.07627, 0.1712, 0.1407, 0.05424, 0.189, 0.4381, 0.1018, 0.3017, 0.4008, 0.9732, 0.2373, 0.01382, 0.1014, 2.0, 2.0, 1.0, 462.0, 1.909, 8.0, 8.0, 0.0, 0.1797, 0.9069, 0.2662, 0.02381, 0.1126, 1.395, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\14213.mid",26.0, 10.0, 34.0, 0.2228, 0.7377, 0.03949, 60.0, 5.563, 8.121, 3.427, -0.5721, -1.258, 2.506, 0.6806, 3.008, 0.8864, 7.0, 0.004287, 0.2996, 0.01393, 0.08119, 0.1948, 0.1752, 0.03778, 0.1602, 0.44, 0.09315, 0.4393, 0.3474, 0.6966, 0.3581, 0.04501, 0.1751, 2.0, 2.0, 1.0, 709.0, 2.607, 7.0, 7.0, 0.005642, 0.3258, 0.9464, 0.2257, 0.0, 0.1016, 1.164, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\14214.mid",23.0, 10.0, 31.0, 0.2454, 0.7488, 0.00576, 59.0, 5.172, 7.384, 3.436, -0.01638, 0.1499, 2.221, 0.6914, 2.594, 0.8386, 7.0, 0.004832, 0.2381, 0.02362, 0.1337, 0.1879, 0.1536, 0.06443, 0.1589, 0.4827, 0.1437, 0.2552, 0.2285, 0.6969, 0.2137, 0.01881, 0.158, 2.0, 2.0, 1.0, 868.0, 2.26, 9.0, 10.0, 0.06567, 0.3687, 0.8675, 0.2212, 0.00576, 0.08986, 1.161, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\14215.mid",28.0, 11.0, 32.0, 0.2743, 0.699, 0.0267, 59.0, 4.885, 7.706, 3.475, -0.2471, -0.09953, 2.402, 0.688, 2.957, 0.9905, 7.0, 0.008812, 0.3181, 0.006295, 0.08099, 0.2287, 0.1406, 0.02937, 0.1683, 0.478, 0.06765, 0.3835, 0.4134, 0.7884, 0.4019, 0.01884, 0.113, 2.0, 2.0, 1.0, 824.0, 2.341, 9.0, 9.0, 0.01942, 0.2828, 0.9345, 0.3046, 0.01092, 0.0801, 1.275, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\14323.mid",21.0, 8.0, 31.0, 0.2618, 0.7253, 0.01288, 59.0, 5.704, 7.862, 3.631, 0.1015, -1.071, 2.144, 0.6858, 2.575, 0.7626, 0.0, 0.007673, 0.3431, 0.009378, 0.06479, 0.1466, 0.1304, 0.05456, 0.2084, 0.4233, 0.115, 0.3046, 0.3849, 0.9629, 0.1953, 0.01404, 0.1181, 2.0, 2.0, 1.0, 466.0, 1.849, 9.0, 9.0, 0.01288, 0.191, 0.882, 0.2618, 0.03004, 0.1309, 1.41, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\15032.mid",27.0, 10.0, 36.0, 0.267, 0.7092, 0.02384, 59.0, 5.277, 7.553, 3.44, -0.1993, 0.2412, 1.992, 0.7074, 2.212, 0.9072, 4.0, 0.002046, 0.3463, 0.01279, 0.07545, 0.2069, 0.1555, 0.03402, 0.135, 0.4174, 0.08792, 0.2177, 0.3047, 0.8679, 0.2534, 0.009564, 0.06336, 2.0, 2.0, 1.0, 839.0, 1.504, 9.0, 10.0, 0.1049, 0.441, 0.7128, 0.3659, 0.03218, 0.09297, 1.501, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\15059.mid",30.0, 10.0, 36.0, 0.1997, 0.7417, 0.05852, 61.0, 5.332, 8.146, 3.483, -0.3528, -0.5753, 1.929, 0.695, 2.174, 0.8548, 7.0, 0.007817, 0.3025, 0.01323, 0.04991, 0.1894, 0.1942, 0.0433, 0.1587, 0.3993, 0.1161, 0.2075, 0.2243, 0.8609, 0.1624, 0.01624, 0.09472, 2.0, 2.0, 1.0, 786.0, 1.553, 8.0, 8.0, 0.0, 0.3817, 0.8639, 0.2761, 0.03435, 0.0827, 1.412, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\15077.mid",26.0, 10.0, 32.0, 0.2817, 0.6958, 0.02249, 58.0, 5.389, 8.035, 3.501, -0.4238, 0.3332, 1.948, 0.6741, 2.228, 0.7797, 7.0, 0.01068, 0.2783, 0.01763, 0.05502, 0.2222, 0.1512, 0.04861, 0.1731, 0.4503, 0.1366, 0.1893, 0.208, 0.9816, 0.1562, 0.007101, 0.08876, 2.0, 2.0, 1.0, 756.0, 1.35, 8.0, 8.0, 0.0, 0.3704, 0.8003, 0.3836, 0.03968, 0.06746, 1.671, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\15332.mid",21.0, 8.0, 31.0, 0.2449, 0.7388, 0.01633, 59.0, 5.702, 7.876, 3.628, -0.1508, -1.073, 2.17, 0.6681, 2.617, 0.9039, 4.0, 0.005839, 0.3534, 0.007007, 0.06286, 0.1403, 0.1394, 0.0508, 0.2102, 0.4149, 0.1016, 0.3071, 0.4213, 0.9045, 0.2136, 0.01356, 0.09379, 2.0, 2.0, 1.0, 490.0, 1.929, 10.0, 10.0, 0.09388, 0.2306, 0.8041, 0.2469, 0.03673, 0.1122, 1.371, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\15346.mid",23.0, 9.0, 31.0, 0.252, 0.7439, 0.004065, 59.0, 5.431, 7.331, 3.528, -0.07319, 0.3664, 2.265, 0.6751, 2.674, 0.9522, 7.0, 0.004039, 0.3094, 0.009693, 0.1119, 0.1838, 0.1721, 0.02868, 0.1583, 0.454, 0.06908, 0.3326, 0.387, 0.8338, 0.3251, 0.007389, 0.08621, 2.0, 2.0, 1.0, 492.0, 2.139, 8.0, 8.0, 0.00813, 0.3069, 0.937, 0.2846, 0.01016, 0.1098, 1.26, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\15352.mid",23.0, 10.0, 29.0, 0.2411, 0.7589, 0.0, 59.0, 5.251, 6.847, 3.541, -0.27, 0.2129, 2.353, 0.7437, 2.837, 0.9197, 7.0, 0.006352, 0.2747, 0.02342, 0.1433, 0.1695, 0.1532, 0.05081, 0.162, 0.4748, 0.1077, 0.2897, 0.3522, 0.6092, 0.2859, 0.0301, 0.1806, 2.0, 2.0, 1.0, 589.0, 2.832, 8.0, 9.0, 0.08659, 0.399, 0.8879, 0.1426, 0.003396, 0.1002, 1.007, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\15364.mid",30.0, 11.0, 32.0, 0.1959, 0.78, 0.02403, 60.0, 4.867, 7.017, 3.435, 0.07034, -0.1162, 2.212, 0.6834, 2.579, 0.8499, 3.0, 0.005961, 0.3542, 0.01639, 0.06855, 0.1749, 0.1565, 0.03974, 0.16, 0.4034, 0.09402, 0.3643, 0.3393, 0.6243, 0.2853, 0.02195, 0.09053, 2.0, 2.0, 1.0, 541.0, 2.576, 7.0, 8.0, 0.1331, 0.4085, 0.8133, 0.1386, 0.0, 0.09242, 1.006, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\15797.mid",31.0, 11.0, 34.0, 0.235, 0.7484, 0.01659, 59.0, 4.886, 7.259, 3.324, -0.01943, -0.1032, 2.335, 0.7152, 2.749, 0.9256, 7.0, 0.00613, 0.3102, 0.01422, 0.0928, 0.1862, 0.1686, 0.04499, 0.1504, 0.4294, 0.1011, 0.2986, 0.375, 0.526, 0.3219, 0.01887, 0.1513, 2.0, 2.0, 1.0, 1085.0, 3.014, 9.0, 10.0, 0.1945, 0.4912, 0.7724, 0.1309, 0.002765, 0.08479, 0.918, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16469.mid",27.0, 12.0, 32.0, 0.2378, 0.7542, 0.007981, 59.0, 5.361, 7.059, 3.472, -0.09463, 0.3117, 2.346, 0.7011, 2.714, 0.8665, 7.0, 0.003885, 0.2795, 0.02048, 0.1429, 0.1724, 0.1762, 0.04282, 0.142, 0.4573, 0.09525, 0.3063, 0.3216, 0.7938, 0.3253, 0.03035, 0.1321, 2.0, 2.0, 1.0, 1253.0, 2.391, 10.0, 11.0, 0.03512, 0.2634, 0.9226, 0.1724, 0.007981, 0.08939, 1.143, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16470.mid",23.0, 9.0, 33.0, 0.275, 0.7066, 0.01843, 58.0, 5.727, 8.073, 3.703, -0.08962, -1.032, 2.204, 0.631, 2.567, 0.8361, 7.0, 0.004754, 0.2985, 0.00781, 0.09576, 0.2081, 0.1416, 0.03871, 0.1664, 0.4703, 0.09847, 0.2516, 0.3325, 0.7794, 0.214, 0.01074, 0.1137, 2.0, 2.0, 1.0, 651.0, 2.087, 9.0, 9.0, 0.01843, 0.321, 0.9002, 0.2335, 0.01536, 0.1045, 1.246, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16471.mid",23.0, 9.0, 33.0, 0.1381, 0.8536, 0.008368, 60.0, 5.272, 6.411, 3.792, 0.3994, 0.2151, 2.228, 0.6013, 2.485, 0.7039, 4.0, 0.006179, 0.3326, 0.01545, 0.09166, 0.173, 0.172, 0.0587, 0.1226, 0.3872, 0.1212, 0.3082, 0.3017, 0.823, 0.2024, 0.02118, 0.1294, 2.0, 2.0, 1.0, 478.0, 2.06, 7.0, 7.0, 0.0, 0.251, 0.9561, 0.2238, 0.01046, 0.09414, 1.221, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16472.mid",21.0, 8.0, 31.0, 0.2636, 0.7233, 0.01307, 59.0, 5.684, 7.957, 3.631, -0.262, -1.087, 2.141, 0.6652, 2.567, 0.7839, 0.0, 0.005978, 0.3365, 0.007686, 0.06405, 0.158, 0.1366, 0.04868, 0.2109, 0.4347, 0.1016, 0.2817, 0.3929, 0.9935, 0.2028, 0.01382, 0.08756, 2.0, 2.0, 1.0, 459.0, 1.821, 8.0, 8.0, 0.0, 0.1786, 0.8954, 0.2614, 0.02614, 0.1176, 1.425, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16473.mid",20.0, 8.0, 29.0, 0.2229, 0.7771, 0.0, 58.0, 5.102, 7.216, 3.646, -0.4333, -0.7386, 2.256, 0.5943, 2.634, 0.7231, 7.0, 0.0, 0.3036, 0.007229, 0.09639, 0.2602, 0.1373, 0.01687, 0.159, 0.5157, 0.04534, 0.2733, 0.3488, 0.8661, 0.3038, 0.01266, 0.06329, 2.0, 2.0, 1.0, 166.0, 1.93, 6.0, 6.0, 0.0, 0.2952, 0.9096, 0.3373, 0.0, 0.04819, 1.367, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16474.mid",24.0, 10.0, 31.0, 0.2381, 0.759, 0.002857, 59.0, 5.417, 6.997, 3.464, -0.2205, 0.3613, 2.096, 0.6344, 2.401, 0.728, 7.0, 0.008857, 0.3219, 0.00775, 0.06615, 0.1982, 0.1572, 0.05757, 0.1578, 0.4221, 0.1096, 0.243, 0.2802, 0.6518, 0.1861, 0.01009, 0.08202, 2.0, 2.0, 1.0, 1050.0, 2.263, 8.0, 8.0, 0.03619, 0.4562, 0.9048, 0.1829, 0.006667, 0.09429, 1.075, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16475.mid",22.0, 9.0, 31.0, 0.2458, 0.7528, 0.001397, 59.0, 5.179, 7.238, 3.478, -0.09725, 0.1542, 2.417, 0.6584, 2.924, 0.8788, 7.0, 0.002126, 0.3293, 0.01967, 0.08079, 0.1818, 0.168, 0.03481, 0.1618, 0.4244, 0.08506, 0.3724, 0.4447, 0.7532, 0.3418, 0.03273, 0.1218, 2.0, 2.0, 1.0, 716.0, 2.435, 9.0, 9.0, 0.02793, 0.2961, 0.9441, 0.2737, 0.00419, 0.07821, 1.208, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16476.mid",18.0, 8.0, 28.0, 0.1942, 0.8017, 0.004132, 61.0, 5.711, 7.02, 3.336, -0.3214, 0.6392, 2.123, 0.6261, 2.502, 0.7044, 4.0, 0.001781, 0.3473, 0.01247, 0.04809, 0.1861, 0.1603, 0.02315, 0.1888, 0.423, 0.07464, 0.2008, 0.3712, 0.8436, 0.2252, 0.01325, 0.08389, 2.0, 2.0, 1.0, 242.0, 1.833, 9.0, 9.0, 0.03306, 0.3182, 0.8595, 0.3264, 0.0124, 0.1033, 1.386, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16477.mid",22.0, 11.0, 28.0, 0.1596, 0.8253, 0.01506, 60.0, 5.572, 6.123, 3.304, 0.03837, -0.3884, 2.222, 0.7104, 2.763, 1.015, 7.0, 0.002172, 0.286, 0.01448, 0.1376, 0.1984, 0.118, 0.03186, 0.1861, 0.5293, 0.07137, 0.306, 0.3297, 0.6718, 0.3393, 0.02057, 0.108, 2.0, 2.0, 1.0, 332.0, 2.862, 8.0, 8.0, 0.09337, 0.4699, 0.8614, 0.1325, 0.009036, 0.06928, 0.9812, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16478.mid",23.0, 11.0, 29.0, 0.152, 0.848, 0.0, 60.0, 6.194, 6.232, 3.334, 0.1049, -0.7253, 2.207, 0.6715, 2.688, 0.6907, 0.0, 0.001217, 0.2536, 0.007299, 0.09672, 0.2099, 0.1259, 0.05596, 0.2281, 0.5347, 0.09381, 0.2409, 0.3247, 0.6282, 0.2527, 0.01068, 0.1566, 2.0, 2.0, 1.0, 500.0, 3.049, 7.0, 7.0, 0.14, 0.496, 0.83, 0.088, 0.0, 0.088, 0.888, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16479.mid",20.0, 9.0, 28.0, 0.09861, 0.8647, 0.03666, 62.0, 5.812, 6.494, 3.324, 0.05081, -1.073, 2.325, 0.734, 2.935, 0.838, 0.0, 0.0, 0.339, 0.002566, 0.09108, 0.1732, 0.1408, 0.02245, 0.196, 0.4699, 0.05302, 0.5052, 0.3454, 0.789, 0.3737, 0.00949, 0.09253, 2.0, 2.0, 2.0, 791.0, 3.282, 8.0, 9.0, 0.04046, 0.4564, 0.9267, 0.06195, 0.006321, 0.07712, 0.9061, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16480.mid",23.0, 10.0, 29.0, 0.3028, 0.6972, 0.0, 58.0, 5.4, 7.445, 3.191, -0.5598, 0.3758, 2.225, 0.5712, 2.557, 0.633, 7.0, 0.001951, 0.3498, 0.01463, 0.06927, 0.1941, 0.1488, 0.03659, 0.1571, 0.4205, 0.08811, 0.3643, 0.3013, 0.7152, 0.2168, 0.01845, 0.1038, 2.0, 2.0, 1.0, 578.0, 2.47, 8.0, 8.0, 0.04152, 0.4135, 0.9256, 0.1747, 0.00346, 0.08478, 1.042, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16481.mid",25.0, 11.0, 31.0, 0.2267, 0.7621, 0.01125, 60.0, 4.376, 6.816, 3.168, 0.03255, -0.5906, 2.283, 0.6446, 2.793, 0.8719, 0.0, 0.004326, 0.318, 0.01009, 0.1197, 0.1536, 0.1673, 0.02235, 0.1842, 0.4596, 0.05837, 0.4375, 0.3125, 0.9418, 0.345, 0.02331, 0.09091, 2.0, 2.0, 2.0, 622.0, 2.592, 9.0, 9.0, 0.1174, 0.299, 0.8424, 0.1415, 0.008039, 0.1367, 1.088, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16482.mid",22.0, 9.0, 32.0, 0.2019, 0.7805, 0.01761, 60.0, 5.219, 6.785, 3.31, 0.3648, 0.1989, 2.275, 0.6545, 2.881, 0.9031, 0.0, 0.002826, 0.318, 0.001027, 0.09299, 0.1499, 0.1778, 0.02736, 0.1977, 0.4488, 0.05874, 0.2654, 0.4562, 0.7912, 0.2712, 0.0, 0.09991, 2.0, 2.0, 1.0, 852.0, 2.766, 9.0, 10.0, 0.1092, 0.2711, 0.8521, 0.1103, 0.01056, 0.0892, 1.062, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16483.mid",23.0, 10.0, 31.0, 0.1728, 0.7975, 0.02963, 60.0, 4.536, 6.721, 3.33, 0.3185, -0.4182, 2.403, 0.646, 2.996, 0.8619, 0.0, 0.001053, 0.3038, 0.01159, 0.1132, 0.1706, 0.1522, 0.0366, 0.1925, 0.4805, 0.06775, 0.3732, 0.3571, 0.7045, 0.37, 0.03116, 0.1519, 2.0, 2.0, 1.0, 405.0, 2.893, 10.0, 10.0, 0.05926, 0.2691, 0.9284, 0.1432, 0.002469, 0.07407, 1.046, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16484.mid",22.0, 10.0, 29.0, 0.1989, 0.8011, 0.0, 60.0, 5.459, 6.513, 3.347, 0.0536, 0.4112, 2.375, 0.6975, 2.766, 0.9146, 3.0, 0.005916, 0.347, 0.008135, 0.1074, 0.1677, 0.178, 0.02422, 0.1381, 0.4236, 0.05418, 0.3998, 0.3718, 0.6418, 0.3746, 0.0214, 0.08323, 2.0, 2.0, 1.0, 739.0, 3.185, 9.0, 10.0, 0.09743, 0.4127, 0.8863, 0.04736, 0.005413, 0.0433, 0.8819, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16485.mid",18.0, 8.0, 28.0, 0.1917, 0.7972, 0.01111, 61.0, 4.933, 6.812, 3.451, -0.3964, -0.05796, 2.426, 0.6625, 2.984, 0.759, 7.0, 0.004989, 0.2331, 0.01283, 0.1326, 0.1867, 0.1689, 0.03065, 0.1846, 0.5039, 0.1039, 0.2431, 0.3519, 0.5941, 0.3879, 0.01511, 0.1411, 2.0, 2.0, 1.0, 360.0, 3.333, 8.0, 9.0, 0.1083, 0.45, 0.8611, 0.07222, 0.002778, 0.06944, 0.8972, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16486.mid",25.0, 11.0, 29.0, 0.3933, 0.6067, 0.0, 56.0, 5.371, 6.94, 3.556, -0.1039, 0.3134, 2.118, 0.6666, 2.554, 0.849, 0.0, 0.007401, 0.2738, 0.01388, 0.1133, 0.1864, 0.1596, 0.02544, 0.1984, 0.5056, 0.06502, 0.3136, 0.2083, 0.7329, 0.2353, 0.02876, 0.08497, 2.0, 2.0, 1.0, 595.0, 2.61, 9.0, 9.0, 0.1193, 0.3714, 0.8487, 0.1126, 0.003361, 0.07395, 0.992, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16487.mid",31.0, 12.0, 32.0, 0.2887, 0.6956, 0.01572, 58.0, 5.4, 7.595, 3.24, 0.1918, -0.5552, 2.614, 0.6758, 3.343, 1.043, 7.0, 0.004613, 0.3159, 0.008517, 0.1085, 0.1863, 0.144, 0.03265, 0.178, 0.4761, 0.06844, 0.5058, 0.4865, 0.6176, 0.4832, 0.02597, 0.1662, 2.0, 2.0, 1.0, 1718.0, 3.64, 10.0, 10.0, 0.124, 0.404, 0.8655, 0.1251, 5.821E-4, 0.05704, 0.9236, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16488.mid",27.0, 11.0, 31.0, 0.2714, 0.7233, 0.005305, 59.0, 5.277, 7.335, 3.252, -0.4064, 0.2553, 2.64, 0.6538, 3.423, 0.9792, 7.0, 0.005455, 0.3316, 0.01022, 0.08841, 0.1942, 0.1222, 0.03897, 0.1836, 0.4662, 0.08697, 0.5697, 0.4331, 0.541, 0.4115, 0.0266, 0.207, 2.0, 2.0, 1.0, 1131.0, 3.625, 8.0, 9.0, 0.168, 0.4589, 0.824, 0.1777, 0.0, 0.07869, 0.9465, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16489.mid",29.0, 11.0, 32.0, 0.2782, 0.7071, 0.0146, 58.0, 5.505, 7.325, 3.36, 0.2707, 0.4509, 2.605, 0.7209, 3.208, 0.9782, 7.0, 0.01386, 0.3052, 0.009862, 0.112, 0.1876, 0.1343, 0.04736, 0.1599, 0.4595, 0.1123, 0.4361, 0.4604, 0.4729, 0.371, 0.003013, 0.1962, 2.0, 2.0, 1.0, 1301.0, 3.717, 9.0, 10.0, 0.1683, 0.5757, 0.8217, 0.1507, 7.686E-4, 0.08301, 0.8676, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16490.mid",20.0, 8.0, 33.0, 0.1597, 0.8346, 0.005703, 60.0, 4.601, 6.559, 3.595, 0.2991, -0.3332, 2.6, 0.5831, 3.367, 0.8261, 7.0, 0.0, 0.3048, 0.007584, 0.1228, 0.2232, 0.1235, 0.0177, 0.1928, 0.5388, 0.03398, 0.3609, 0.6, 0.8096, 0.564, 0.01297, 0.07618, 2.0, 2.0, 1.0, 526.0, 3.288, 7.0, 8.0, 0.08365, 0.3897, 0.8916, 0.1939, 0.0, 0.03612, 1.024, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16491.mid",21.0, 8.0, 29.0, 0.2534, 0.7466, 0.0, 59.0, 4.651, 7.128, 3.442, -0.3949, -0.3044, 2.137, 0.6599, 2.433, 0.7125, 4.0, 0.001527, 0.3603, 0.001527, 0.06718, 0.2183, 0.09924, 0.04733, 0.1618, 0.4473, 0.1027, 0.2287, 0.3933, 0.8744, 0.225, 0.0, 0.09286, 2.0, 2.0, 1.0, 292.0, 1.78, 7.0, 7.0, 0.0, 0.339, 0.8938, 0.3082, 0.003425, 0.07877, 1.375, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16492.mid",27.0, 11.0, 31.0, 0.2154, 0.7828, 0.001795, 59.0, 5.07, 6.414, 3.594, -0.4098, 0.05844, 2.59, 0.6887, 3.0, 0.9193, 7.0, 0.005171, 0.33, 0.02133, 0.1012, 0.2046, 0.1448, 0.04686, 0.1251, 0.4308, 0.1042, 0.4856, 0.365, 0.7457, 0.4024, 0.05207, 0.2391, 2.0, 2.0, 1.0, 557.0, 2.465, 8.0, 8.0, 0.01436, 0.3411, 0.8995, 0.2208, 0.007181, 0.1185, 1.219, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16493.mid",21.0, 9.0, 29.0, 0.1731, 0.8269, 0.0, 60.0, 5.571, 7.132, 3.655, -0.3597, -1.173, 2.51, 0.7128, 2.933, 0.9554, 7.0, 0.00454, 0.2798, 0.01486, 0.1187, 0.2016, 0.1455, 0.05056, 0.1416, 0.4618, 0.1272, 0.341, 0.4389, 0.8134, 0.354, 0.01445, 0.1734, 2.0, 2.0, 1.0, 774.0, 2.103, 9.0, 9.0, 0.02196, 0.2972, 0.8501, 0.2765, 0.02326, 0.1382, 1.411, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16494.mid",22.0, 8.0, 33.0, 0.1378, 0.8539, 0.008351, 60.0, 5.309, 6.414, 3.799, 0.3857, 0.244, 2.252, 0.59, 2.515, 0.6853, 4.0, 0.007049, 0.3353, 0.01611, 0.08963, 0.1732, 0.1682, 0.05942, 0.1229, 0.3857, 0.1246, 0.3147, 0.3103, 0.826, 0.2088, 0.02088, 0.1299, 2.0, 2.0, 1.0, 479.0, 2.065, 7.0, 7.0, 0.0, 0.2443, 0.9541, 0.2255, 0.01253, 0.09812, 1.235, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16495.mid",22.0, 8.0, 33.0, 0.2762, 0.7052, 0.01852, 58.0, 5.739, 8.116, 3.695, -0.08271, -1.024, 2.197, 0.6312, 2.568, 0.8643, 7.0, 0.004671, 0.2973, 0.007674, 0.09543, 0.2065, 0.1451, 0.0367, 0.1708, 0.4728, 0.0926, 0.2516, 0.3384, 0.7844, 0.2265, 0.01074, 0.1047, 2.0, 2.0, 1.0, 648.0, 2.064, 9.0, 9.0, 0.01852, 0.321, 0.8935, 0.233, 0.01698, 0.1049, 1.263, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16496.mid",25.0, 11.0, 32.0, 0.2139, 0.7789, 0.007132, 59.0, 5.342, 6.726, 3.493, -0.0304, 0.294, 2.375, 0.691, 2.744, 0.852, 7.0, 0.005582, 0.2752, 0.01832, 0.1483, 0.1827, 0.1624, 0.04474, 0.1376, 0.4686, 0.1035, 0.3053, 0.3404, 0.751, 0.3252, 0.02763, 0.1557, 2.0, 2.0, 1.0, 1262.0, 2.427, 10.0, 11.0, 0.07448, 0.3035, 0.8803, 0.1838, 0.01189, 0.1022, 1.14, 1.0
